iter	MultiClass
214	0.7005024123
215	0.7001528932
216	0.6998934894
217	0.6996643508
218	0.6993925866
219	0.699099465
220	0.6987215898
221	0.6983548063
222	0.6980927221
223	0.6978142625
224	0.6974985013
225	0.6971702274
226	0.6969303502
227	0.6965537881
228	0.6962806164
229	0.6960107077
230	0.6957003082
231	0.6954091975
232	0.6950633018
233	0.6947272559
234	0.694389437
235	0.6940370462
236	0.6938303691
237	0.6935085872
238	0.6932572779
239	0.6929086841
240	0.6926078769
241	0.692309043
242	0.6920778565
243	0.6918463193
244	0.6915055094
245	0.6912336459
246	0.6909396589
247	0.6907536156
248	0.6904427269
249	0.6901486992
250	0.6898583038
251	0.6894305646
252	0.689049554
253	0.6888072757
254	0.6885851712
255	0.688313849
256	0.6880379736
257	0.6877317509
258	0.6874681152
259	0.6871946708
260	0.6869276194
261	0.6866438509
262	0.6863758594
263	0.6860511226
264	0.6858426086
265	0.6855561613
266	0.6852634503
267	0.6850072511
268	0.6847551643
269	0.6845217394
270	0.6842098829
271	0.6840517274
272	0.6838547006
273	0.6834608721
274	0.6833049416
275	0.683086167
276	0.682835656
277	0.6826317264
278	0.6823694488
279	0.6821401117
280	0.6819015298
281	0.6816675059
282	0.6813945563
283	0.6810769004
284	0.6807574932
285	0.6804987911
286	0.6802628578
287	0.6800323819
288	0.6798284538
289	0.6795519545
290	0.6793566551
291	0.6791950155
292	0.6789966585
293	0.6787358051
294	0.6785335671
295	0.6783413401
296	0.6781361627
297	0.6779175234
298	0.6777135242
299	0.6774852248
300	0.6772353929
301	0.6770492799
302	0.6768542764
303	0.6766328602
304	0.6764998428
305	0.6762982433
306	0.6759705084
307	0.6757547877
308	0.6755830363
309	0.6753543372
310	0.6751347252
311	0.6748190799
312	0.6745653894
313	0.6743663397
314	0.674108307
315	0.6738725372
316	0.6735615462
317	0.6733446083
318	0.6731613065
319	0.6729233321
320	0.6727793145
321	0.6725692083
322	0.6723783006
323	0.6721667955
324	0.6719888178
325	0.6717635226
326	0.6715163255
327	0.6713153379
328	0.671059139
329	0.6708745396
330	0.6707050061
331	0.6705071255
332	0.6703746867
333	0.6702063295
334	0.6699130668
335	0.6697260084
336	0.6695178855
337	0.6693247871
338	0.6691109303
339	0.6689283656
340	0.668724181
341	0.6684740246
342	0.6682207399
343	0.6680053348
344	0.6677319552
345	0.6675416458
346	0.6673215532
347	0.6671095552
348	0.6669363572
349	0.666658081
350	0.6664388614
351	0.6662187245
352	0.6660553701
353	0.6658748635
354	0.665641435
355	0.6654737252
356	0.6653290421
357	0.6651512779
358	0.6648696023
359	0.6647132043
360	0.6645678358
361	0.664306472
362	0.6639974318
363	0.6637620856
364	0.6634176541
365	0.6632114717
366	0.6629751127
367	0.6627856217
368	0.6626382246
369	0.6624335017
370	0.6622691822
371	0.6620412003
372	0.6618653441
373	0.6616489967
374	0.6613786993
375	0.6611597502
376	0.6610209426
377	0.6608015318
378	0.6606092914
379	0.6604427577
380	0.6601968101
381	0.6600346753
382	0.6599030589
383	0.6597723269
384	0.6596185584
385	0.6594279045
386	0.6592514383
387	0.6591008605
388	0.6588921384
389	0.6587415749
390	0.6585282601
391	0.6583358821
392	0.6582340318
393	0.6580672165
394	0.6578553941
395	0.6576414676
396	0.6573888305
397	0.6571441456
398	0.6569230881
399	0.6567118218
400	0.6565737171
401	0.6563799195
402	0.6561111527
403	0.6559016431
404	0.6556962747
405	0.6554862707
406	0.655217991
407	0.6550415611
408	0.6549033104
409	0.6546149241
410	0.6544770238
411	0.6543105401
412	0.6541409309
413	0.6538645524
414	0.6536543256
415	0.6534931026
416	0.6533684672
417	0.6531494637
418	0.6529475328
419	0.6527574256
420	0.6525335395
421	0.6523689942
422	0.6522082013
423	0.6520219689
424	0.6517288529
425	0.6515946287
426	0.6513832748
427	0.6512123828
428	0.6509859357
429	0.6508029442
430	0.6506306887
431	0.6504377348
432	0.6501736228
433	0.6499259283
434	0.6497996278
435	0.6496270433
436	0.6493330418
437	0.6491703221
438	0.6489666875
439	0.6487351609
440	0.6485111108
441	0.6482903107
442	0.6480931972
443	0.6479005175
444	0.6476108559
445	0.6473902086
446	0.6472455049
447	0.6471101834
448	0.6469162061
449	0.6467922351
450	0.646640076
451	0.6464459537
452	0.6462881132
453	0.6461852006
454	0.6458569583
455	0.6456541379
456	0.6454225733
457	0.6452234116
458	0.6450369042
459	0.6448391157
460	0.6446433356
461	0.6444755462
462	0.644313392
463	0.6440778709
464	0.6438827817
465	0.6437223031
466	0.6435513488
467	0.6434492262
468	0.6433203841
469	0.6431425537
470	0.6429642678
471	0.6427676939
472	0.6425655991
473	0.6424818921
474	0.6423489392
475	0.6422075494
476	0.6420314377
477	0.6418522976
478	0.6416031788
479	0.6414705985
480	0.6412374537
481	0.6411034572
482	0.6409075638
483	0.6407275411
484	0.6405421484
485	0.6403936028
486	0.6402817067
487	0.6400790311
488	0.639836496
489	0.6396632731
490	0.6394377299
491	0.6391711739
492	0.638934728
493	0.6387670257
494	0.6385688657
495	0.63842317
496	0.6382348998
497	0.6379300365
498	0.6377944661
499	0.6376823814
500	0.6375215676
501	0.6373777551
502	0.6372266281
503	0.6370675753
504	0.6368733265
505	0.6366923049
506	0.6365967783
507	0.6364335568
508	0.6362782813
509	0.6361444246
510	0.6358696409
511	0.6356711665
512	0.6355306923
513	0.6353006586
514	0.6351525337
515	0.634959319
516	0.6346900458
517	0.6344712052
518	0.6343114055
519	0.6340399234
520	0.6339193794
521	0.6337362374
522	0.6335170332
523	0.6333133316
524	0.6331055909
525	0.6329356607
526	0.632811452
527	0.6325269244
528	0.6322431004
529	0.6321227616
530	0.63197775
531	0.6317760922
532	0.6315767224
533	0.6314071633
534	0.631121187
535	0.6309480768
536	0.630765144
537	0.6305797926
538	0.6304564124
539	0.6302179312
540	0.6300568838
541	0.6299222215
542	0.6297338745
543	0.6294851101
544	0.629355632
545	0.6291460241
546	0.6289955375
547	0.6288294099
548	0.6286121465
549	0.6284736983
550	0.6283380592
551	0.6281161012
552	0.6279493291
553	0.6277623189
554	0.6276526345
555	0.6275161842
556	0.6273512696
557	0.6272319512
558	0.6270661514
559	0.6269090858
560	0.6267319312
561	0.6265600508
562	0.6264831095
563	0.6262258674
564	0.6259775985
565	0.625847922
566	0.625720336
567	0.6256432594
568	0.6255303372
569	0.6253146324
570	0.6250782833
571	0.6249430662
572	0.6247260444
573	0.6246053257
574	0.6244108615
575	0.6242814533
576	0.6241072591
577	0.6240093094
578	0.62386633
579	0.6237525334
580	0.6235310941
581	0.6234129953
582	0.6232049529
583	0.6230851037
584	0.6229521188
585	0.6228092023
586	0.6225921228
587	0.6224211045
588	0.6222495131
589	0.622053115
590	0.6219592571
591	0.6218564049
592	0.6215876583
593	0.621363185
594	0.6212624812
595	0.6210463217
596	0.6208040331
597	0.6206986946
598	0.6205121942
599	0.6203432862
600	0.6201596745
601	0.6200600602
602	0.6199158136
603	0.6196999267
604	0.6195772311
605	0.6194205591
606	0.6193141647
607	0.6191728764
608	0.618952238
609	0.6187777588
610	0.6185599537
611	0.6183975162
612	0.6182325537
613	0.6181291877
614	0.6180171181
615	0.617862596
616	0.6177486957
617	0.6176371174
618	0.617446784
619	0.6173479688
620	0.6171358413
621	0.6169777199
622	0.6166933149
623	0.6165425664
624	0.6164114497
625	0.6162868715
626	0.6160814232
627	0.6159433296
628	0.6158329406
629	0.6156226381
630	0.6154791135
631	0.6153055707
632	0.6151595988
633	0.6150878664
634	0.6149565105
635	0.6147076136
636	0.6146163596
637	0.6144944133
638	0.6143266965
639	0.6141017285
640	0.6139184217
641	0.6136929898
642	0.613507283
643	0.6133324105
644	0.6131304338
645	0.6129916929
646	0.6128718616
647	0.6127342773
648	0.6125988607
649	0.6124519092
650	0.6123325164
651	0.6122529153
652	0.6120744306
653	0.6119224335
654	0.6117136108
655	0.6115459909
656	0.6113201659
657	0.6112420193
658	0.6110722158
659	0.6108487482
660	0.6107072054
661	0.6105882131
662	0.6103681079
663	0.6101501069
664	0.6099980363
665	0.6098426179
666	0.6096906339
667	0.6095991465
668	0.6095301118
669	0.6094151075
670	0.6093208165
671	0.6092095351
672	0.6090483459
673	0.6089022809
674	0.6087812966
675	0.6086872179
676	0.6084846012
677	0.6083872812
678	0.6081959349
679	0.6080120424
680	0.6078656711
681	0.6077542764
682	0.607618197
683	0.6075255261
684	0.6072799226
685	0.6071691862
686	0.6070354583
687	0.6069374291
688	0.6067929017
689	0.6066919328
690	0.6065865432
691	0.6064683107
692	0.6062863031
693	0.6061466699
694	0.6060137846
695	0.6058230685
696	0.6056698432
697	0.6055235856
698	0.6053765433
699	0.6052868199
700	0.605149104
701	0.6050069232
702	0.6048295163
703	0.6046755032
704	0.6045791534
705	0.604498355
706	0.604371588
707	0.604223397
708	0.6040681191
709	0.6039784551
710	0.6038101151
711	0.6036273916
712	0.6034622809
713	0.6033554883
714	0.603207587
715	0.6030807402
716	0.6028527909
717	0.6026278894
718	0.6025652364
719	0.6023911499
720	0.602250053
721	0.6021422839
722	0.6019761259
723	0.6018411321
724	0.601716404
725	0.6015286673
726	0.6013974596
727	0.601168165
728	0.6009171374
729	0.600799442
730	0.6005863282
731	0.6004302194
732	0.6002809429
733	0.6001570572
734	0.6000253174
735	0.5998989132
736	0.5996693929
737	0.5995135809
738	0.5994093259
739	0.599308346
740	0.5991582705
741	0.5989637875
742	0.5988597043
743	0.598748297
744	0.5986461321
745	0.5985286121
746	0.5983651774
747	0.5981946797
748	0.5979930716
749	0.5978236431
750	0.5977055416
751	0.5974953885
752	0.5972621077
753	0.5971472097
754	0.5969611461
755	0.5968546911
756	0.5967752206
757	0.5967054206
758	0.5965926337
759	0.5964319456
760	0.5963134253
761	0.5961567726
762	0.5960427735
763	0.5959630466
764	0.5958109768
765	0.5957063342
766	0.5955267294
767	0.5954097244
768	0.595250634
769	0.5951482907
770	0.5950056366
771	0.5949118158
772	0.5947146183
773	0.5945949461
774	0.5945229144
775	0.5943560312
776	0.5941903826
777	0.5940882175
778	0.5939517048
779	0.5937992458
780	0.5937291582
781	0.5936392284
782	0.5934917998
783	0.593364775
784	0.5932851241
785	0.5931455656
786	0.59299808
787	0.592874217
788	0.5927316065
789	0.5925501482
790	0.5924359866
791	0.5923490119
792	0.5922319758
793	0.5920926392
794	0.5919948298
795	0.5918882704
796	0.5918306319
797	0.5916823041
798	0.5916032436
799	0.5915153809
800	0.5914023852
801	0.5912129818
802	0.5910716801
803	0.5909348028
804	0.5908430433
805	0.5907157625
806	0.5905450189
807	0.5903461635
808	0.5902105134
809	0.5901075523
810	0.5900159287
811	0.5899204093
812	0.5897787579
813	0.589603889
814	0.5894240952
815	0.5893447115
816	0.5892393894
817	0.5891069217
818	0.5889650165
819	0.5888760307
820	0.5887589244
821	0.5886514054
822	0.5884900345
823	0.5884101803
824	0.5883185317
825	0.5881574402
826	0.5880755965
827	0.5879915291
828	0.5878513383
829	0.5876988551
830	0.5875136235
831	0.58736433
832	0.5872283343
833	0.5870959673
834	0.5869703666
835	0.5868382018
836	0.5866888658
837	0.5865534647
838	0.5864003867
839	0.5862150855
840	0.5861370377
841	0.5860279868
842	0.5859189926
843	0.5858103092
844	0.5856684316
845	0.5855420648
846	0.5853907466
847	0.5852074628
848	0.585090645
849	0.5849291586
850	0.5847317451
851	0.5846127356
852	0.5844661065
853	0.5843543297
854	0.5842827123
855	0.584124221
856	0.5839753603
857	0.5838815514
858	0.5836920575
859	0.5836106206
860	0.5834690726
861	0.583338186
862	0.5832583708
863	0.5830548284
864	0.5829055014
865	0.5827390378
866	0.5826267774
867	0.582530141
868	0.5824719433
869	0.5822786013
870	0.5821696423
871	0.5820410943
872	0.5819542682
873	0.5817232039
874	0.5814930533
875	0.5812757658
876	0.5810441418
877	0.5809639309
878	0.5808169527
879	0.5806814397
880	0.5805991638
881	0.5805029939
882	0.5803182121
883	0.5801877264
884	0.5800494417
885	0.5799301615
886	0.5798397939
887	0.579700455
888	0.5795603708
889	0.5793981295
890	0.5792325834
891	0.579127382
892	0.5790382729
893	0.57892598
894	0.5787720504
895	0.5786476844
896	0.5785107501
897	0.5783643309
898	0.5782768187
899	0.5781308816
900	0.578021674
901	0.5778684869
902	0.577732463
903	0.5776374057
904	0.5774970244
905	0.5773419994
906	0.5771937577
907	0.5771134315
908	0.5769673598
909	0.5768305933
910	0.5767077936
911	0.5765457379
912	0.5764167825
913	0.5762744287
914	0.5760905665
915	0.5759421487
916	0.5758057818
917	0.5756901423
918	0.5756146826
919	0.5755511352
920	0.5754040101
921	0.57529554
922	0.5752081585
923	0.5750664667
924	0.574967018
925	0.5748346139
926	0.5746924159
927	0.574579873
928	0.5744381075
929	0.5742352133
930	0.5741324995
931	0.5740403768
932	0.5739799842
933	0.5738310946
934	0.573707775
935	0.5735780953
936	0.573426052
937	0.5733285867
938	0.5732181221
939	0.5731221313
940	0.5729874873
941	0.5729087295
942	0.5727667987
943	0.5725466937
944	0.5723581839
945	0.572269702
946	0.5721586104
947	0.5720128368
948	0.571831906
949	0.5717225026
950	0.5715902128
951	0.5714505869
952	0.5713412186
953	0.571219491
954	0.571065862
955	0.5709310004
956	0.5708483696
957	0.5707649335
958	0.570673102
959	0.5706063385
960	0.57045534
961	0.5703263385
962	0.5701804294
963	0.5700540689
964	0.5699537055
965	0.569858881
966	0.5696664177
967	0.5695600327
968	0.5694661601
969	0.5692711656
970	0.5692148705
971	0.5690539025
972	0.5689280861
973	0.5688405777
974	0.5686866707
975	0.568609424
976	0.5685271301
977	0.5684250351
978	0.568338466
979	0.5682200575
980	0.5681048296
981	0.5679569546
982	0.5678720369
983	0.5677867157
984	0.5677172118
985	0.5676230319
986	0.567536453
987	0.5673941934
988	0.5672863589
989	0.5671865553
990	0.5670932126
991	0.566950204
992	0.5668549833
993	0.5667052578
994	0.5665354963
995	0.5664523636
996	0.5663299972
997	0.5662558648
998	0.5661245068
999	0.5660056914
1000	0.5659167911
1001	0.5658144919
1002	0.5657008883
1003	0.5655978784
1004	0.5654570004
1005	0.5652976964
1006	0.565177959
1007	0.5651091448
1008	0.5649801918
1009	0.5648763902
1010	0.5647661842
1011	0.5646865697
1012	0.564586351
1013	0.5644815223
1014	0.5643668593
1015	0.5642514835
1016	0.5641872307
1017	0.5640926678
1018	0.5639760731
1019	0.5638710308
1020	0.5637652375
1021	0.5636570622
1022	0.5634816028
1023	0.5633672837
1024	0.5632603657
1025	0.5631394778
1026	0.5630004826
1027	0.5628611423
1028	0.5627617546
1029	0.5626981772
1030	0.5625949216
1031	0.5625034792
1032	0.5624181156
1033	0.5623232875
1034	0.5622270288
1035	0.5620798305
1036	0.5620019856
1037	0.5619060972
1038	0.5617339452
1039	0.5616814486
1040	0.5615820076
1041	0.5614743358
1042	0.5614258342
1043	0.561315689
1044	0.5612465961
1045	0.5612071544
1046	0.5610711878
1047	0.5610167181
1048	0.5608449488
1049	0.5606504901
1050	0.5605776323
1051	0.5604817823
1052	0.5603659508
1053	0.5602397167
1054	0.5601423212
1055	0.5600096545
1056	0.5599356689
1057	0.5598597619
1058	0.5597637275
1059	0.5596170196
1060	0.5595273322
1061	0.559458267
1062	0.5593794455
1063	0.5593053901
1064	0.5592111526
1065	0.5590539922
1066	0.5589370279
1067	0.5588137856
1068	0.5587287686
1069	0.5585999248
1070	0.5585100008
1071	0.5583900173
1072	0.5583176598
1073	0.5582055443
1074	0.5581358122
1075	0.5580465065
1076	0.5579195335
1077	0.5577883573
1078	0.5576972059
1079	0.5576240518
1080	0.5575421949
1081	0.5574654503
1082	0.5573684616
1083	0.5572944337
1084	0.5572091282
1085	0.557065507
1086	0.5569708993
1087	0.556887799
1088	0.5567722473
1089	0.5567070753
1090	0.5565846771
1091	0.5564838903
1092	0.5563842039
1093	0.556151188
1094	0.5560485987
1095	0.5559654519
1096	0.5558573436
1097	0.5557713714
1098	0.5556821092
1099	0.5555697483
1100	0.5553930888
1101	0.5552036024
1102	0.5550248253
1103	0.5548823476
1104	0.5547686295
1105	0.5546874971
1106	0.5545897286
1107	0.5543968987
1108	0.5542317895
1109	0.5541423584
1110	0.5541132239
1111	0.5539995444
1112	0.5539125847
1113	0.5537787079
1114	0.5537213372
1115	0.55353798
1116	0.5534603809
1117	0.5533848216
1118	0.553306561
1119	0.5532187933
1120	0.553065677
1121	0.5529395139
1122	0.552878041
1123	0.5527669855
1124	0.5526742624
1125	0.5525558634
1126	0.5524529856
1127	0.5523519134
1128	0.5522583002
1129	0.5520839365
1130	0.5519561757
1131	0.5518013931
1132	0.5517241575
1133	0.5516044311
1134	0.5514434478
1135	0.5513493281
1136	0.5512760759
1137	0.5512104176
1138	0.5511008012
1139	0.5509929109
1140	0.5508632579
1141	0.5507609887
1142	0.5506525411
1143	0.5505628933
1144	0.5504787024
1145	0.5503569326
1146	0.5502799938
1147	0.5501728654
1148	0.5501089072
1149	0.5499385654
1150	0.5498577341
1151	0.5497514997
1152	0.5496440742
1153	0.549584116
1154	0.5494828634
1155	0.549381956
1156	0.5492677882
1157	0.5491602804
1158	0.549057463
1159	0.5489178137
1160	0.5487851433
1161	0.5486400047
1162	0.548513358
1163	0.5483968088
1164	0.5483142391
1165	0.548179656
1166	0.5481195888
1167	0.5479929201
1168	0.54789351
1169	0.5478190166
1170	0.5477396625
1171	0.5476601868
1172	0.5475500518
1173	0.5474669242
1174	0.54736693
1175	0.5473427351
1176	0.5472688169
1177	0.547168742
1178	0.5470308942
1179	0.5469066042
1180	0.5467635274
1181	0.5466600702
1182	0.546543939
1183	0.5464646231
1184	0.5463868065
1185	0.5463307314
1186	0.5461785527
1187	0.5460786594
1188	0.5459842944
1189	0.5458764472
1190	0.5458235637
1191	0.5456897348
1192	0.5456251348
1193	0.5455088656
1194	0.545418049
1195	0.5453578719
1196	0.545294034
1197	0.5452115673
1198	0.5451377674
1199	0.545017241
1200	0.5449282931
1201	0.5448494386
1202	0.5447836245
1203	0.5446464659
1204	0.5445487442
1205	0.5444739496
1206	0.5443835867
1207	0.5442504818
1208	0.5441694045
1209	0.5440572807
1210	0.5439191305
1211	0.5438123743
1212	0.5437347896
1213	0.5436783266
1214	0.5436044593
1215	0.5434960221
1216	0.5433826052
1217	0.5433122681
1218	0.5432443758
1219	0.543145283
1220	0.5430691082
1221	0.5429611319
1222	0.5428893861
1223	0.5427383044
1224	0.5426356419
1225	0.5425323963
1226	0.5424331684
1227	0.5423484842
1228	0.5422824047
1229	0.5422224947
1230	0.5421312168
1231	0.5420058371
1232	0.5419139063
1233	0.5417706955
1234	0.5416942745
1235	0.5416230828
1236	0.5414885132
1237	0.5414182108
1238	0.5413499915
1239	0.5412682841
1240	0.5411395354
1241	0.5410463234
1242	0.5409249343
1243	0.5408730995
1244	0.5407260096
1245	0.5406109664
1246	0.5404537958
1247	0.5403423701
1248	0.540207036
1249	0.5400695295
1250	0.5399280328
1251	0.5398574725
1252	0.5397404767
1253	0.5396828937
1254	0.5395794541
1255	0.5395116967
1256	0.5393952483
1257	0.5393522053
1258	0.5392516851
1259	0.5391163659
1260	0.5390336277
1261	0.5389086661
1262	0.5387834019
1263	0.5386558351
1264	0.5385560923
1265	0.5384413051
1266	0.5383505162
1267	0.5382516902
1268	0.538132823
1269	0.5380195204
1270	0.5379298428
1271	0.537854083
1272	0.5377642681
1273	0.5376900731
1274	0.5375596892
1275	0.5374627552
1276	0.5373573768
1277	0.5372155629
1278	0.537108776
1279	0.5370254352
1280	0.5368725981
1281	0.5368100629
1282	0.5366833086
1283	0.5366148743
1284	0.5365063383
1285	0.5364197173
1286	0.5363445014
1287	0.5362562274
1288	0.5361938888
1289	0.5360880466
1290	0.5360109398
1291	0.5359143353
1292	0.5358163213
1293	0.5355752429
1294	0.5354694442
1295	0.5353633258
1296	0.5352292506
1297	0.5351597769
1298	0.5350444212
1299	0.5349815985
1300	0.5348922177
1301	0.5347950252
1302	0.5346702074
1303	0.5345483516
1304	0.5344426183
1305	0.5343302397
1306	0.5342293679
1307	0.534141973
1308	0.5340854514
1309	0.5340040652
1310	0.5339107608
1311	0.533843455
1312	0.5337310766
1313	0.533645084
1314	0.5335535601
1315	0.5334651086
1316	0.5332855457
1317	0.5332068479
1318	0.5330824141
1319	0.5330083437
1320	0.5329360692
1321	0.5328414609
1322	0.5327395726
1323	0.5326444536
1324	0.5325619884
1325	0.5324584106
1326	0.5322993298
1327	0.5321971725
1328	0.5321096711
1329	0.5320257512
1330	0.5319105438
1331	0.5318344855
1332	0.5317273007
1333	0.5316380648
1334	0.5315329881
1335	0.5313509677
1336	0.531267948
1337	0.5311414183
1338	0.5309819657
1339	0.5308701808
1340	0.5307924337
1341	0.5307317396
1342	0.5306635813
1343	0.5305258561
1344	0.5304011952
1345	0.5303105154
1346	0.5302266544
1347	0.5300198571
1348	0.5299138155
1349	0.5298201498
1350	0.5297418499
1351	0.5296304567
1352	0.5295447702
1353	0.529425678
1354	0.5293332808
1355	0.5292695328
1356	0.5291876556
1357	0.5291280911
1358	0.5290335214
1359	0.5289612923
1360	0.5288612743
1361	0.5287485344
1362	0.5286340073
1363	0.5285375605
1364	0.5283889738
1365	0.5282951556
1366	0.5282266214
1367	0.5281349153
1368	0.5280140913
1369	0.5279264663
1370	0.5278413611
1371	0.5277091933
1372	0.5276242974
1373	0.5275392483
1374	0.5274494203
1375	0.5273057569
1376	0.5272225601
1377	0.5271162213
1378	0.5269826191
1379	0.5268680633
1380	0.5268033811
1381	0.5267288863
1382	0.5265979056
1383	0.5264480378
1384	0.5263554219
1385	0.526285132
1386	0.5261379695
1387	0.5260518219
1388	0.5259627681
1389	0.5258727782
1390	0.525793187
1391	0.5256235223
1392	0.525506195
1393	0.5254017872
1394	0.5253197847
1395	0.5252436085
1396	0.5251427841
1397	0.5251050814
1398	0.5250016154
1399	0.5248915238
1400	0.5247999956
1401	0.5246618289
1402	0.5245801171
1403	0.5244611621
1404	0.5243959154
1405	0.5243014911
1406	0.5242238105
1407	0.5241277596
1408	0.5238622015
1409	0.5237564169
1410	0.5236619276
1411	0.5235400838
1412	0.5234592021
1413	0.5233827894
1414	0.5232745907
1415	0.5231929723
1416	0.5230774447
1417	0.5230294628
1418	0.5229249186
1419	0.5228785113
1420	0.5227480877
1421	0.5226248634
1422	0.522532246
1423	0.5224160678
1424	0.5223298374
1425	0.5221947799
1426	0.5220941375
1427	0.5219580944
1428	0.5218516399
1429	0.5217201137
1430	0.5216445952
1431	0.5215744504
1432	0.5214612129
1433	0.5212654808
1434	0.5211968621
1435	0.5211022309
1436	0.5210182315
1437	0.5208626902
1438	0.5207090538
1439	0.5204977872
1440	0.5204071263
1441	0.5203036602
1442	0.5202333748
1443	0.5201564033
1444	0.5200355834
1445	0.5199192364
1446	0.5198251197
1447	0.5196804783
1448	0.5195575932
1449	0.5194601312
1450	0.5193514033
1451	0.5192619181
1452	0.5191892263
1453	0.5190693081
1454	0.5189561386
1455	0.5188634149
1456	0.5187581241
1457	0.5186747628
1458	0.5185243255
1459	0.5183883166
1460	0.5183021017
1461	0.5182187711
1462	0.5181332961
1463	0.518004258
1464	0.5178934308
1465	0.5177789646
1466	0.5176846808
1467	0.5176153012
1468	0.5175108132
1469	0.5174009933
1470	0.5172911398
1471	0.5172330275
1472	0.517158227
1473	0.5170734688
1474	0.5169827318
1475	0.516906918
1476	0.5167596257
1477	0.516608648
1478	0.516480818
1479	0.5164020731
1480	0.5162938643
1481	0.5162208198
1482	0.5161585931
1483	0.5160480085
1484	0.515924069
1485	0.5158287112
1486	0.5157573486
1487	0.515624822
1488	0.515510764
1489	0.5154144461
1490	0.5152993944
1491	0.5151830474
1492	0.5151258563
1493	0.5149648856
1494	0.5149096528
1495	0.514833645
1496	0.5147333805
1497	0.5146818976
1498	0.5145703971
1499	0.5144831941
1500	0.514403517
1501	0.5143092
1502	0.5142220618
1503	0.5141469523
1504	0.5140177649
1505	0.513874179
1506	0.5137754417
1507	0.5136749222
1508	0.5135881632
1509	0.5135097592
1510	0.513370534
1511	0.5132560812
1512	0.513163262
1513	0.5130848955
