iter	Passed	Remaining
1668	27558	55001
1669	27575	54985
1670	27591	54967
1671	27607	54951
1672	27623	54933
1673	27639	54916
1674	27655	54898
1675	27671	54880
1676	27690	54869
1677	27713	54865
1678	27729	54848
1679	27745	54829
1680	27762	54815
1681	27778	54798
1682	27794	54780
1683	27810	54762
1684	27827	54745
1685	27843	54728
1686	27859	54711
1687	27875	54694
1688	27891	54677
1689	27907	54659
1690	27924	54642
1691	27940	54626
1692	27961	54618
1693	27981	54608
1694	27997	54590
1695	28013	54572
1696	28029	54556
1697	28045	54539
1698	28062	54522
1699	28078	54504
1700	28094	54487
1701	28110	54470
1702	28127	54454
1703	28143	54436
1704	28158	54418
1705	28175	54401
1706	28191	54384
1707	28207	54366
1708	28222	54348
1709	28238	54330
1710	28254	54313
1711	28271	54297
1712	28287	54279
1713	28302	54261
1714	28318	54241
1715	28334	54224
1716	28350	54207
1717	28366	54190
1718	28383	54174
1719	28399	54156
1720	28415	54139
1721	28432	54123
1722	28448	54106
1723	28464	54088
1724	28481	54074
1725	28498	54058
1726	28514	54040
1727	28530	54023
1728	28546	54004
1729	28562	53987
1730	28578	53970
1731	28594	53953
1732	28610	53934
1733	28626	53918
1734	28642	53901
1735	28659	53885
1736	28676	53869
1737	28692	53851
1738	28708	53833
1739	28732	53832
1740	28752	53821
1741	28767	53803
1742	28784	53786
1743	28800	53769
1744	28816	53751
1745	28832	53735
1746	28849	53718
1747	28866	53702
1748	28882	53685
1749	28897	53666
1750	28913	53649
1751	28930	53633
1752	28946	53616
1753	28969	53612
1754	28985	53594
1755	29001	53575
1756	29016	53558
1757	29032	53540
1758	29048	53522
1759	29064	53504
1760	29079	53486
1761	29095	53468
1762	29111	53451
1763	29127	53434
1764	29144	53417
1765	29160	53400
1766	29176	53383
1767	29193	53366
1768	29209	53350
1769	29225	53332
1770	29242	53316
1771	29258	53300
1772	29275	53283
1773	29291	53265
1774	29306	53247
1775	29322	53229
1776	29338	53212
1777	29354	53194
1778	29370	53178
1779	29386	53160
1780	29402	53143
1781	29419	53126
1782	29434	53108
1783	29451	53092
1784	29467	53074
1785	29483	53057
1786	29499	53038
1787	29514	53021
1788	29530	53003
1789	29546	52985
1790	29562	52968
1791	29578	52950
1792	29594	52933
1793	29610	52916
1794	29626	52898
1795	29642	52881
1796	29659	52865
1797	29674	52846
1798	29691	52830
1799	29710	52818
1800	29734	52814
1801	29754	52805
1802	29771	52789
1803	29786	52771
1804	29801	52751
1805	29816	52732
1806	29831	52712
1807	29846	52693
1808	29861	52674
1809	29877	52657
1810	29894	52640
1811	29909	52622
1812	29933	52618
1813	29949	52601
1814	29966	52585
1815	29982	52568
1816	29998	52550
1817	30014	52534
1818	30030	52516
1819	30046	52499
1820	30062	52482
1821	30079	52465
1822	30094	52446
1823	30111	52430
1824	30127	52412
1825	30142	52394
1826	30157	52375
1827	30172	52356
1828	30188	52339
1829	30204	52321
1830	30220	52304
1831	30236	52287
1832	30252	52270
1833	30268	52252
1834	30284	52235
1835	30301	52218
1836	30317	52202
1837	30334	52185
1838	30350	52168
1839	30366	52151
1840	30382	52133
1841	30398	52116
1842	30415	52100
1843	30432	52084
1844	30449	52068
1845	30465	52052
1846	30481	52034
1847	30497	52017
1848	30514	52001
1849	30529	51983
1850	30546	51966
1851	30561	51948
1852	30577	51931
1853	30593	51913
1854	30610	51896
1855	30625	51878
1856	30641	51860
1857	30657	51844
1858	30674	51828
1859	30691	51812
1860	30707	51794
1861	30723	51777
1862	30739	51760
1863	30755	51743
1864	30780	51740
1865	30797	51725
1866	30814	51708
1867	30829	51691
1868	30845	51673
1869	30862	51658
1870	30880	51643
1871	30897	51627
1872	30914	51611
1873	30937	51606
1874	30954	51590
1875	30970	51574
1876	30987	51557
1877	31004	51541
1878	31020	51524
1879	31036	51507
1880	31052	51489
1881	31068	51472
1882	31084	51455
1883	31101	51439
1884	31116	51420
1885	31133	51404
1886	31149	51387
1887	31165	51370
1888	31181	51353
1889	31197	51336
1890	31213	51318
1891	31230	51302
1892	31246	51285
1893	31262	51268
1894	31278	51249
1895	31295	51234
1896	31311	51217
1897	31327	51200
1898	31343	51183
1899	31359	51165
1900	31376	51149
1901	31392	51132
1902	31409	51116
1903	31424	51098
1904	31440	51080
1905	31457	51064
1906	31474	51048
1907	31489	51030
1908	31506	51014
1909	31522	50996
1910	31538	50979
1911	31554	50963
1912	31571	50947
1913	31587	50929
1914	31604	50914
1915	31621	50897
1916	31637	50880
1917	31653	50863
1918	31671	50848
1919	31687	50831
1920	31702	50813
1921	31718	50795
1922	31735	50779
1923	31751	50762
1924	31768	50747
1925	31788	50736
1926	31811	50729
1927	31829	50716
1928	31844	50697
1929	31861	50680
1930	31877	50664
1931	31893	50646
1932	31910	50630
1933	31931	50620
1934	31950	50608
1935	31966	50591
1936	31983	50576
1937	32000	50559
1938	32015	50541
1939	32030	50522
1940	32047	50505
1941	32063	50489
1942	32079	50471
1943	32095	50454
1944	32111	50437
1945	32127	50419
1946	32142	50401
1947	32159	50384
1948	32174	50366
1949	32190	50348
1950	32206	50331
1951	32222	50314
1952	32237	50296
1953	32254	50279
1954	32269	50261
1955	32285	50244
1956	32301	50227
1957	32317	50209
1958	32333	50191
1959	32348	50173
1960	32365	50156
1961	32381	50139
1962	32397	50122
1963	32413	50105
1964	32429	50088
1965	32445	50071
1966	32461	50054
1967	32477	50036
1968	32494	50020
1969	32510	50004
1970	32526	49986
1971	32543	49969
1972	32559	49952
1973	32575	49936
1974	32592	49919
1975	32607	49901
1976	32624	49885
1977	32640	49867
1978	32656	49850
1979	32672	49833
1980	32690	49820
1981	32707	49803
1982	32723	49787
1983	32739	49769
1984	32756	49753
1985	32773	49737
1986	32789	49720
1987	32805	49703
1988	32827	49694
1989	32848	49684
1990	32866	49671
1991	32888	49663
1992	32904	49645
1993	32921	49629
1994	32944	49622
1995	32959	49604
1996	32975	49587
1997	32991	49569
1998	33007	49552
1999	33023	49534
2000	33039	49518
2001	33055	49501
2002	33072	49485
2003	33088	49466
2004	33104	49450
2005	33120	49433
2006	33136	49415
2007	33152	49398
2008	33168	49381
2009	33183	49363
2010	33200	49346
2011	33216	49328
2012	33231	49311
2013	33247	49294
2014	33263	49275
2015	33279	49258
2016	33296	49242
2017	33312	49225
2018	33327	49207
2019	33343	49190
2020	33359	49173
2021	33376	49156
2022	33391	49138
2023	33407	49121
2024	33423	49104
2025	33439	49086
2026	33455	49069
2027	33470	49050
2028	33486	49033
2029	33503	49016
2030	33518	48999
2031	33535	48982
2032	33552	48966
2033	33568	48949
2034	33584	48932
2035	33601	48916
2036	33617	48899
2037	33633	48882
2038	33649	48865
2039	33665	48847
2040	33682	48832
2041	33699	48816
2042	33714	48798
2043	33730	48780
2044	33748	48765
2045	33763	48747
2046	33779	48730
2047	33796	48715
2048	33812	48697
2049	33828	48680
2050	33844	48663
2051	33866	48653
2052	33888	48646
2053	33907	48632
2054	33923	48615
2055	33947	48609
2056	33965	48594
2057	33981	48577
2058	33998	48561
2059	34014	48545
2060	34031	48529
2061	34047	48511
2062	34064	48495
2063	34079	48477
2064	34095	48460
2065	34111	48443
2066	34127	48425
2067	34143	48408
2068	34160	48392
2069	34176	48375
2070	34192	48358
2071	34209	48341
2072	34225	48324
2073	34240	48306
2074	34256	48289
2075	34272	48271
2076	34288	48254
2077	34303	48236
2078	34319	48218
2079	34335	48201
2080	34351	48184
2081	34368	48168
2082	34384	48151
2083	34400	48134
2084	34416	48117
2085	34433	48100
2086	34449	48083
2087	34465	48066
2088	34480	48048
2089	34496	48031
2090	34513	48015
2091	34529	47998
2092	34545	47981
2093	34562	47964
2094	34578	47947
2095	34595	47931
2096	34612	47916
2097	34657	47939
2098	34702	47961
2099	34729	47959
2100	34746	47943
2101	34761	47925
2102	34776	47907
2103	34791	47887
2104	34806	47868
2105	34821	47850
2106	34836	47831
2107	34856	47819
2108	34875	47807
2109	34892	47791
2110	34914	47781
2111	34928	47762
2112	34944	47744
2113	34959	47725
2114	34974	47707
2115	34990	47689
2116	35006	47672
2117	35021	47654
2118	35038	47638
2119	35055	47622
2120	35071	47604
2121	35088	47588
2122	35104	47572
2123	35120	47555
2124	35136	47538
2125	35153	47521
2126	35169	47504
2127	35185	47487
2128	35201	47469
2129	35217	47452
2130	35233	47435
2131	35250	47419
2132	35266	47401
2133	35282	47384
2134	35298	47367
2135	35314	47350
2136	35330	47333
2137	35346	47315
2138	35362	47298
2139	35378	47281
2140	35394	47264
2141	35411	47247
2142	35426	47230
2143	35442	47212
2144	35458	47195
2145	35474	47178
2146	35490	47161
2147	35507	47144
2148	35523	47127
2149	35538	47109
2150	35555	47092
2151	35570	47074
2152	35586	47057
2153	35603	47041
2154	35620	47025
2155	35635	47007
2156	35652	46991
2157	35668	46974
2158	35684	46957
2159	35700	46939
2160	35717	46923
2161	35734	46907
2162	35749	46889
2163	35765	46872
2164	35782	46856
2165	35798	46838
2166	35814	46821
2167	35834	46809
2168	35853	46796
2169	35868	46778
2170	35886	46763
2171	35917	46765
2172	35935	46751
2173	35951	46734
2174	35968	46717
2175	35983	46699
2176	35999	46682
2177	36016	46666
2178	36031	46648
2179	36047	46630
2180	36063	46612
2181	36079	46595
2182	36095	46577
2183	36111	46560
2184	36127	46543
2185	36143	46527
2186	36159	46510
2187	36176	46494
2188	36192	46476
2189	36208	46459
2190	36224	46441
2191	36240	46425
2192	36255	46406
2193	36272	46390
2194	36288	46372
2195	36303	46355
2196	36319	46338
2197	36335	46320
2198	36352	46304
2199	36368	46286
2200	36384	46269
2201	36400	46252
2202	36415	46234
2203	36432	46218
2204	36448	46200
2205	36464	46183
2206	36480	46166
2207	36496	46149
2208	36516	46137
2209	36532	46120
2210	36548	46103
2211	36569	46091
2212	36589	46079
2213	36604	46061
2214	36621	46045
2215	36637	46028
2216	36653	46011
2217	36670	45995
2218	36685	45977
2219	36702	45961
2220	36718	45943
2221	36733	45925
2222	36749	45908
2223	36766	45891
2224	36783	45875
2225	36799	45858
2226	36814	45840
2227	36831	45824
2228	36847	45807
2229	36863	45790
2230	36879	45772
2231	36895	45755
2232	36920	45749
2233	36940	45737
2234	36961	45726
2235	36978	45710
2236	36994	45693
2237	37011	45676
2238	37026	45658
2239	37042	45641
2240	37058	45624
2241	37074	45607
2242	37090	45589
2243	37105	45571
2244	37122	45555
2245	37138	45539
2246	37154	45521
2247	37171	45504
2248	37187	45487
2249	37203	45471
2250	37219	45454
2251	37236	45437
2252	37252	45420
2253	37268	45403
2254	37283	45385
2255	37299	45368
2256	37316	45352
2257	37333	45335
2258	37348	45317
2259	37363	45299
2260	37379	45282
2261	37396	45265
2262	37411	45247
2263	37428	45231
2264	37444	45213
2265	37460	45196
2266	37475	45178
2267	37492	45162
2268	37508	45145
2269	37524	45129
2270	37541	45112
2271	37557	45095
2272	37574	45079
2273	37590	45062
2274	37606	45044
2275	37623	45028
2276	37638	45011
2277	37654	44993
2278	37670	44976
2279	37686	44959
2280	37703	44942
2281	37719	44926
2282	37736	44910
2283	37752	44893
2284	37768	44875
2285	37784	44859
2286	37800	44841
2287	37816	44824
2288	37833	44808
2289	37850	44792
2290	37867	44776
2291	37883	44758
2292	37898	44741
2293	37923	44734
2294	37939	44717
2295	37955	44700
2296	37976	44689
2297	37999	44680
2298	38016	44663
2299	38031	44646
2300	38047	44629
2301	38063	44611
2302	38079	44594
2303	38096	44577
2304	38111	44560
2305	38127	44542
2306	38144	44526
2307	38160	44509
2308	38176	44492
2309	38193	44476
2310	38208	44458
2311	38224	44441
2312	38241	44424
2313	38257	44407
2314	38273	44390
2315	38289	44373
2316	38305	44356
2317	38322	44340
2318	38338	44322
2319	38354	44306
2320	38370	44288
2321	38385	44271
2322	38401	44254
2323	38418	44237
2324	38434	44220
2325	38451	44204
2326	38468	44188
2327	38485	44172
2328	38501	44155
2329	38518	44139
2330	38534	44121
2331	38550	44105
2332	38566	44088
2333	38582	44070
2334	38598	44054
2335	38614	44036
2336	38630	44019
2337	38646	44002
2338	38662	43985
2339	38678	43968
2340	38694	43950
2341	38710	43933
2342	38726	43916
2343	38742	43899
2344	38758	43882
2345	38775	43865
2346	38790	43848
2347	38806	43830
2348	38822	43813
2349	38842	43800
2350	38861	43787
2351	38878	43771
2352	38893	43753
2353	38914	43741
2354	38932	43727
2355	38948	43709
2356	38964	43693
2357	38981	43676
2358	38999	43661
2359	39022	43652
2360	39042	43639
2361	39058	43622
2362	39074	43605
2363	39091	43589
2364	39108	43572
2365	39124	43555
2366	39139	43538
2367	39156	43521
2368	39171	43504
2369	39188	43487
2370	39203	43469
2371	39220	43453
2372	39236	43435
2373	39251	43418
2374	39268	43402
2375	39284	43384
2376	39301	43368
2377	39316	43350
2378	39333	43334
2379	39348	43316
2380	39364	43299
2381	39380	43282
2382	39397	43266
2383	39413	43249
2384	39429	43232
2385	39446	43215
2386	39461	43198
2387	39477	43180
2388	39493	43163
2389	39509	43145
2390	39525	43128
2391	39541	43112
2392	39556	43094
2393	39571	43076
2394	39587	43059
2395	39603	43041
2396	39618	43023
2397	39634	43005
2398	39648	42987
2399	39662	42967
2400	39677	42949
2401	39693	42932
2402	39710	42916
2403	39726	42899
2404	39743	42883
2405	39759	42866
2406	39775	42849
2407	39791	42832
2408	39807	42815
2409	39824	42798
2410	39840	42781
2411	39857	42765
2412	39878	42754
2413	39896	42739
2414	39912	42722
2415	39929	42705
2416	39946	42689
2417	39962	42673
2418	39978	42656
2419	39999	42643
2420	40021	42633
2421	40040	42619
2422	40057	42603
2423	40072	42585
2424	40089	42569
2425	40105	42552
2426	40121	42535
2427	40137	42518
2428	40154	42501
2429	40170	42485
2430	40187	42468
2431	40203	42451
2432	40219	42434
2433	40236	42419
2434	40252	42401
2435	40268	42384
2436	40285	42367
2437	40302	42352
2438	40319	42336
2439	40335	42319
2440	40351	42302
2441	40368	42285
2442	40384	42268
2443	40401	42252
2444	40418	42236
2445	40433	42218
2446	40449	42201
2447	40465	42184
2448	40481	42167
2449	40497	42150
2450	40514	42134
2451	40530	42117
2452	40546	42100
2453	40562	42083
2454	40578	42065
2455	40594	42049
2456	40610	42031
2457	40626	42014
2458	40642	41998
2459	40658	41981
2460	40675	41964
2461	40691	41948
2462	40707	41930
2463	40723	41913
2464	40739	41896
2465	40755	41879
2466	40771	41862
2467	40787	41845
2468	40803	41828
2469	40819	41811
2470	40835	41793
2471	40851	41777
2472	40868	41760
2473	40892	41751
2474	40908	41734
2475	40924	41718
2476	40941	41701
2477	40957	41684
2478	40974	41668
2479	40990	41651
2480	41007	41635
2481	41022	41617
2482	41043	41605
2483	41066	41595
2484	41082	41578
2485	41098	41561
2486	41115	41545
2487	41131	41528
2488	41147	41511
2489	41163	41494
2490	41179	41477
2491	41196	41461
2492	41213	41444
2493	41228	41427
2494	41245	41410
2495	41260	41393
2496	41276	41375
2497	41292	41358
2498	41308	41341
2499	41324	41324
2500	41340	41307
2501	41356	41289
2502	41372	41272
2503	41387	41255
2504	41404	41238
2505	41420	41222
2506	41436	41205
2507	41453	41189
2508	41469	41172
2509	41486	41155
2510	41502	41138
2511	41517	41121
2512	41533	41103
2513	41549	41086
2514	41565	41069
2515	41581	41053
2516	41597	41036
2517	41614	41019
2518	41631	41003
2519	41647	40986
2520	41663	40969
2521	41679	40952
2522	41695	40935
2523	41711	40918
2524	41728	40901
2525	41744	40884
2526	41760	40868
2527	41777	40851
2528	41793	40835
2529	41813	40821
2530	41829	40804
2531	41845	40788
2532	41862	40771
2533	41886	40762
2534	41903	40746
2535	41919	40729
2536	41935	40712
2537	41951	40695
2538	41967	40678
2539	41983	40661
2540	41999	40643
2541	42015	40627
2542	42032	40610
2543	42049	40594
2544	42067	40579
2545	42089	40569
2546	42109	40555
2547	42125	40538
2548	42141	40520
2549	42157	40504
2550	42173	40487
2551	42189	40470
2552	42205	40452
2553	42221	40435
2554	42236	40418
2555	42252	40401
2556	42268	40383
2557	42284	40366
2558	42299	40349
2559	42315	40332
2560	42331	40315
2561	42348	40298
2562	42364	40281
2563	42380	40265
2564	42397	40248
2565	42413	40232
2566	42430	40215
2567	42447	40199
2568	42463	40182
2569	42479	40165
2570	42495	40148
2571	42510	40130
2572	42527	40114
2573	42546	40100
2574	42562	40083
2575	42579	40066
2576	42595	40050
2577	42612	40034
2578	42628	40017
2579	42645	40000
2580	42661	39983
2581	42677	39966
2582	42693	39949
2583	42709	39932
2584	42725	39915
2585	42741	39899
2586	42758	39882
2587	42774	39865
2588	42791	39849
2589	42807	39832
2590	42823	39815
2591	42839	39798
2592	42856	39782
2593	42872	39765
2594	42901	39760
2595	42916	39742
2596	42931	39724
2597	42947	39707
2598	42963	39690
2599	42980	39674
2600	42996	39657
2601	43013	39641
2602	43029	39624
2603	43045	39607
2604	43061	39590
2605	43078	39574
2606	43094	39557
2607	43117	39546
2608	43138	39534
2609	43157	39519
2610	43173	39502
2611	43189	39485
2612	43206	39469
2613	43222	39452
2614	43239	39436
2615	43254	39418
2616	43270	39401
2617	43286	39384
2618	43302	39367
2619	43318	39350
2620	43334	39333
2621	43350	39316
2622	43366	39299
2623	43383	39283
2624	43399	39265
2625	43415	39249
2626	43431	39231
2627	43447	39215
2628	43464	39198
2629	43480	39181
2630	43495	39164
2631	43512	39147
2632	43527	39130
2633	43544	39114
2634	43561	39097
2635	43577	39081
2636	43593	39063
2637	43609	39047
2638	43625	39030
2639	43641	39013
2640	43657	38995
2641	43674	38979
2642	43689	38961
2643	43705	38945
2644	43722	38928
2645	43738	38911
2646	43753	38894
2647	43769	38877
2648	43785	38860
2649	43802	38843
2650	43818	38826
2651	43835	38810
2652	43851	38793
2653	43867	38776
2654	43887	38763
2655	43905	38747
2656	43921	38730
2657	43938	38714
2658	43953	38696
2659	43968	38679
2660	43985	38662
2661	44001	38645
2662	44017	38628
2663	44034	38612
2664	44049	38595
2665	44066	38578
2666	44082	38561
2667	44097	38544
2668	44114	38527
2669	44130	38510
2670	44152	38499
2671	44174	38486
2672	44190	38470
2673	44206	38453
2674	44222	38436
2675	44237	38418
2676	44254	38402
2677	44271	38386
2678	44287	38369
2679	44303	38352
2680	44319	38335
2681	44335	38318
2682	44351	38301
2683	44367	38284
2684	44384	38267
2685	44401	38251
2686	44417	38235
2687	44433	38218
2688	44449	38201
2689	44465	38184
2690	44482	38167
2691	44498	38151
2692	44515	38134
2693	44531	38117
2694	44548	38101
2695	44565	38085
2696	44580	38068
2697	44595	38050
2698	44610	38032
2699	44625	38013
2700	44639	37995
2701	44656	37979
2702	44671	37962
2703	44687	37944
2704	44704	37928
2705	44720	37911
2706	44736	37894
2707	44751	37876
2708	44768	37861
2709	44787	37846
2710	44802	37828
2711	44818	37811
2712	44835	37794
2713	44857	37783
2714	44874	37766
2715	44890	37750
2716	44906	37732
2717	44922	37716
2718	44939	37699
2719	44955	37683
2720	44971	37666
2721	44987	37649
2722	45003	37632
2723	45019	37615
2724	45035	37598
2725	45052	37582
2726	45068	37565
2727	45085	37549
2728	45101	37532
2729	45116	37514
2730	45137	37501
2731	45158	37489
2732	45178	37475
2733	45194	37458
2734	45210	37441
2735	45226	37424
2736	45242	37407
2737	45258	37390
2738	45274	37373
2739	45290	37356
2740	45306	37339
2741	45322	37322
2742	45338	37305
2743	45353	37287
2744	45370	37271
2745	45386	37254
2746	45402	37237
2747	45418	37220
2748	45435	37204
2749	45451	37187
2750	45467	37170
2751	45483	37153
2752	45500	37137
2753	45516	37120
2754	45532	37103
2755	45548	37086
2756	45564	37069
2757	45581	37053
2758	45598	37037
2759	45614	37020
2760	45630	37003
2761	45647	36987
2762	45664	36970
2763	45681	36954
2764	45697	36937
2765	45713	36920
2766	45729	36903
2767	45745	36886
2768	45760	36869
2769	45776	36852
2770	45792	36835
2771	45809	36819
2772	45826	36802
2773	45847	36790
2774	45864	36774
2775	45881	36757
2776	45897	36741
2777	45913	36724
2778	45929	36707
2779	45944	36689
2780	45961	36673
2781	45977	36656
2782	45994	36640
2783	46010	36623
2784	46027	36607
2785	46043	36590
2786	46059	36573
2787	46075	36556
2788	46091	36539
2789	46107	36522
2790	46123	36505
2791	46139	36488
2792	46154	36471
2793	46176	36458
2794	46198	36446
2795	46215	36430
2796	46231	36413
2797	46247	36396
2798	46264	36380
2799	46281	36363
2800	46297	36347
2801	46313	36329
2802	46329	36312
2803	46345	36296
2804	46361	36279
2805	46378	36263
2806	46394	36246
2807	46411	36229
2808	46428	36213
2809	46447	36199
2810	46463	36182
2811	46479	36165
2812	46495	36148
2813	46511	36131
2814	46528	36115
2815	46544	36098
2816	46560	36081
2817	46576	36064
2818	46592	36047
2819	46608	36030
2820	46624	36013
2821	46640	35996
2822	46656	35980
2823	46672	35963
2824	46689	35946
2825	46706	35930
2826	46723	35914
2827	46738	35896
2828	46755	35880
2829	46771	35863
2830	46787	35847
2831	46804	35830
2832	46820	35814
2833	46837	35797
2834	46862	35787
2835	46879	35771
2836	46896	35754
2837	46912	35737
2838	46928	35721
2839	46944	35704
2840	46960	35687
2841	46976	35670
2842	46992	35653
2843	47008	35636
2844	47024	35619
2845	47039	35602
2846	47055	35585
2847	47072	35568
2848	47088	35552
2849	47104	35535
2850	47120	35518
2851	47136	35501
2852	47152	35484
2853	47169	35468
2854	47186	35451
2855	47204	35436
2856	47226	35423
2857	47246	35410
2858	47262	35393
2859	47278	35376
2860	47294	35359
2861	47310	35342
2862	47327	35325
2863	47342	35308
2864	47358	35291
2865	47374	35274
2866	47390	35257
2867	47408	35242
2868	47425	35225
2869	47441	35209
2870	47456	35191
2871	47475	35176
2872	47493	35161
2873	47509	35144
2874	47525	35127
2875	47541	35110
2876	47558	35094
2877	47573	35076
2878	47589	35060
2879	47605	35043
2880	47622	35026
2881	47639	35010
2882	47655	34993
2883	47671	34976
2884	47687	34959
2885	47702	34942
2886	47719	34925
2887	47736	34909
2888	47753	34893
2889	47776	34881
2890	47792	34864
2891	47808	34848
2892	47825	34832
2893	47846	34818
2894	47866	34804
2895	47884	34789
2896	47900	34772
2897	47916	34755
2898	47933	34738
2899	47949	34722
2900	47965	34705
2901	47982	34688
2902	47998	34671
2903	48014	34655
2904	48030	34638
2905	48047	34622
2906	48064	34605
2907	48080	34589
2908	48097	34572
2909	48113	34555
2910	48128	34538
2911	48144	34521
2912	48161	34505
2913	48178	34488
2914	48194	34472
2915	48210	34455
2916	48227	34438
2917	48250	34426
2918	48273	34414
2919	48293	34400
2920	48308	34383
2921	48324	34366
2922	48341	34349
2923	48357	34332
2924	48372	34315
2925	48389	34299
2926	48405	34282
2927	48421	34265
2928	48437	34248
2929	48453	34231
2930	48469	34214
2931	48485	34197
2932	48501	34180
2933	48518	34164
2934	48534	34147
2935	48550	34131
2936	48566	34114
2937	48582	34096
2938	48598	34080
2939	48615	34063
2940	48632	34047
2941	48648	34030
2942	48664	34013
2943	48680	33997
2944	48696	33980
2945	48713	33963
2946	48728	33946
2947	48744	33929
2948	48760	33912
2949	48777	33896
2950	48793	33879
2951	48810	33863
2952	48827	33846
2953	48845	33831
2954	48864	33816
2955	48881	33800
2956	48897	33783
2957	48914	33767
2958	48931	33750
2959	48947	33734
2960	48964	33717
2961	48980	33700
2962	48996	33684
2963	49013	33667
2964	49032	33652
2965	49051	33637
2966	49066	33620
2967	49083	33604
2968	49100	33587
2969	49116	33570
2970	49131	33553
2971	49148	33537
2972	49164	33520
2973	49181	33504
2974	49197	33487
2975	49214	33471
2976	49231	33454
2977	49247	33437
2978	49263	33421
2979	49284	33407
2980	49308	33396
2981	49325	33379
2982	49341	33363
2983	49358	33346
2984	49375	33330
2985	49391	33313
2986	49407	33296
2987	49423	33280
2988	49468	33282
2989	49514	33285
2990	49540	33275
2991	49557	33258
2992	49572	33241
2993	49586	33223
2994	49601	33205
2995	49615	33187
2996	49629	33169
2997	49644	33151
2998	49658	33133
2999	49673	33115
3000	49687	33097
3001	49702	33079
3002	49717	33061
3003	49731	33044
3004	49746	33026
3005	49761	33008
3006	49777	32992
3007	49793	32974
3008	49815	32961
3009	49836	32948
3010	49852	32931
3011	49869	32915
3012	49886	32899
3013	49902	32881
3014	49919	32865
3015	49934	32848
3016	49950	32831
3017	49966	32814
3018	49982	32797
3019	49998	32780
3020	50014	32763
3021	50030	32746
3022	50046	32729
3023	50062	32712
3024	50078	32695
3025	50094	32679
3026	50111	32662
3027	50128	32646
3028	50144	32629
3029	50159	32612
3030	50176	32595
3031	50192	32578
3032	50208	32561
3033	50224	32545
3034	50239	32527
3035	50256	32511
3036	50277	32497
3037	50300	32484
3038	50316	32467
3039	50331	32450
3040	50348	32434
3041	50364	32417
3042	50380	32400
3043	50396	32383
3044	50412	32366
3045	50427	32349
3046	50444	32332
3047	50460	32315
3048	50477	32299
3049	50493	32282
3050	50509	32266
3051	50526	32249
3052	50542	32232
3053	50558	32215
3054	50574	32198
3055	50591	32182
3056	50606	32165
3057	50622	32147
3058	50638	32130
3059	50654	32114
3060	50669	32096
3061	50686	32080
3062	50701	32063
3063	50718	32046
3064	50738	32032
3065	50753	32014
3066	50769	31997
3067	50785	31980
3068	50803	31965
3069	50821	31949
3070	50842	31936
3071	50859	31919
3072	50874	31902
3073	50890	31885
3074	50906	31868
3075	50922	31851
3076	50937	31834
3077	50953	31816
3078	50969	31800
3079	50985	31783
3080	51002	31766
3081	51018	31749
3082	51034	31732
3083	51049	31715
3084	51066	31699
3085	51082	31682
3086	51098	31665
3087	51115	31649
3088	51131	31632
3089	51148	31616
3090	51164	31599
3091	51180	31582
3092	51197	31565
3093	51213	31549
3094	51229	31532
3095	51246	31515
3096	51262	31499
3097	51278	31482
3098	51296	31466
3099	51319	31453
3100	51341	31440
3101	51359	31424
3102	51375	31408
3103	51391	31391
3104	51407	31374
3105	51422	31356
3106	51438	31340
3107	51454	31323
3108	51470	31305
3109	51486	31289
3110	51501	31271
3111	51518	31255
3112	51535	31239
3113	51551	31222
3114	51568	31205
3115	51583	31188
3116	51599	31171
3117	51615	31154
3118	51632	31138
3119	51647	31121
3120	51664	31104
3121	51680	31087
3122	51695	31070
3123	51711	31053
3124	51726	31036
3125	51742	31019
3126	51759	31002
3127	51775	30985
3128	51791	30968
3129	51812	30954
3130	51829	30938
3131	51850	30925
3132	51866	30908
3133	51883	30891
3134	51899	30874
3135	51914	30857
3136	51931	30840
3137	51947	30824
3138	51963	30807
3139	51979	30790
3140	51996	30774
3141	52012	30757
3142	52029	30740
3143	52045	30724
3144	52061	30707
3145	52078	30690
3146	52094	30674
3147	52111	30657
3148	52127	30640
3149	52144	30624
3150	52160	30607
3151	52177	30591
3152	52193	30574
3153	52210	30558
3154	52226	30541
3155	52243	30524
3156	52259	30508
3157	52276	30491
3158	52291	30474
3159	52307	30457
3160	52324	30441
3161	52344	30426
3162	52365	30412
3163	52385	30397
3164	52400	30380
3165	52419	30365
3166	52436	30348
3167	52451	30331
3168	52467	30314
3169	52483	30298
3170	52499	30281
3171	52515	30264
3172	52530	30247
3173	52546	30230
3174	52563	30213
3175	52579	30196
3176	52595	30180
3177	52612	30163
3178	52628	30146
3179	52645	30130
3180	52661	30113
3181	52677	30096
3182	52693	30079
3183	52710	30063
3184	52725	30046
3185	52742	30029
3186	52758	30013
3187	52774	29996
3188	52791	29979
3189	52807	29962
3190	52824	29946
3191	52846	29932
3192	52861	29915
3193	52876	29898
3194	52893	29881
3195	52910	29865
3196	52926	29848
3197	52942	29832
3198	52959	29815
3199	52976	29799
3200	52992	29782
3201	53007	29765
3202	53023	29748
3203	53040	29731
3204	53056	29714
3205	53072	29697
3206	53088	29681
3207	53104	29664
3208	53120	29647
3209	53137	29631
3210	53153	29614
3211	53170	29598
3212	53187	29581
3213	53204	29565
3214	53220	29548
3215	53237	29532
3216	53253	29515
3217	53270	29498
3218	53286	29482
3219	53302	29465
3220	53318	29448
3221	53335	29432
